date,store_id,store_name,product_id,product_name,category,sales_units,price,discount,revenue,is_promo,is_holiday,day_of_week,month,quarter,day_of_month,week_of_year
2023-07-20,1,Магазин_1,9,Товар_9,Книги,23,704,0.15,16192,1,0,3,7,3,20,29
2023-07-21,1,Магазин_1,9,Товар_9,Книги,12,806,0.0,9672,0,0,4,7,3,21,29
2023-07-22,1,Магазин_1,9,Товар_9,Книги,10,691,0.0,6910,0,0,5,7,3,22,29
2023-07-23,1,Магазин_1,9,Товар_9,Книги,9,892,0.0,8028,0,0,6,7,3,23,29
2023-07-24,1,Магазин_1,9,Товар_9,Книги,10,952,0.0,9520,0,0,0,7,3,24,30
2023-07-25,1,Магазин_1,9,Товар_9,Книги,11,677,0.0,7447,0,0,1,7,3,25,30
2023-07-26,1,Магазин_1,9,Товар_9,Книги,12,839,0.0,10068,0,0,2,7,3,26,30
2023-07-27,1,Магазин_1,9,Товар_9,Книги,12,813,0.0,9756,0,0,3,7,3,27,30
2023-07-28,1,Магазин_1,9,Товар_9,Книги,15,948,0.0,14220,0,0,4,7,3,28,30
2023-07-29,1,Магазин_1,9,Товар_9,Книги,17,645,0.0,10965,0,0,5,7,3,29,30
2023-07-30,1,Магазин_1,9,Товар_9,Книги,17,701,0.0,11917,0,0,6,7,3,30,30
2023-07-31,1,Магазин_1,9,Товар_9,Книги,13,804,0.0,10452,0,0,0,7,3,31,31
2023-08-01,1,Магазин_1,9,Товар_9,Книги,9,895,0.0,8055,0,0,1,8,3,1,31
2023-08-02,1,Магазин_1,9,Товар_9,Книги,13,887,0.0,11531,0,0,2,8,3,2,31
2023-08-03,1,Магазин_1,9,Товар_9,Книги,8,814,0.0,6512,0,0,3,8,3,3,31
2023-08-04,1,Магазин_1,9,Товар_9,Книги,11,792,0.0,8712,0,0,4,8,3,4,31
2023-08-05,1,Магазин_1,9,Товар_9,Книги,13,954,0.0,12402,0,0,5,8,3,5,31
2023-08-06,1,Магазин_1,9,Товар_9,Книги,10,863,0.0,8630,0,0,6,8,3,6,31
2023-08-07,1,Магазин_1,9,Товар_9,Книги,9,939,0.0,8451,0,0,0,8,3,7,32
2023-08-08,1,Магазин_1,9,Товар_9,Книги,7,828,0.0,5796,0,0,1,8,3,8,32
2023-08-09,1,Магазин_1,9,Товар_9,Книги,12,854,0.0,10248,0,0,2,8,3,9,32
2023-08-10,1,Магазин_1,9,Товар_9,Книги,22,903,0.15,19866,1,0,3,8,3,10,32
2023-08-11,1,Магазин_1,9,Товар_9,Книги,2,739,0.0,1478,0,0,4,8,3,11,32
2023-08-12,1,Магазин_1,9,Товар_9,Книги,10,762,0.0,7620,0,0,5,8,3,12,32
2023-08-13,1,Магазин_1,9,Товар_9,Книги,12,839,0.0,10068,0,0,6,8,3,13,32
2023-08-14,1,Магазин_1,9,Товар_9,Книги,11,755,0.0,8305,0,0,0,8,3,14,33
2023-08-15,1,Магазин_1,9,Товар_9,Книги,3,936,0.0,2808,0,0,1,8,3,15,33
2023-08-16,1,Магазин_1,9,Товар_9,Книги,5,674,0.0,3370,0,0,2,8,3,16,33
2023-08-17,1,Магазин_1,9,Товар_9,Книги,6,838,0.0,5028,0,0,3,8,3,17,33
2023-08-18,1,Магазин_1,9,Товар_9,Книги,8,807,0.0,6456,0,0,4,8,3,18,33
2023-08-19,1,Магазин_1,9,Товар_9,Книги,15,794,0.0,11910,0,0,5,8,3,19,33
2023-08-20,1,Магазин_1,9,Товар_9,Книги,18,919,0.15,16542,1,0,6,8,3,20,33
2023-08-21,1,Магазин_1,9,Товар_9,Книги,11,930,0.0,10230,0,0,0,8,3,21,34
2023-08-22,1,Магазин_1,9,Товар_9,Книги,6,930,0.0,5580,0,0,1,8,3,22,34
2023-08-23,1,Магазин_1,9,Товар_9,Книги,9,792,0.0,7128,0,0,2,8,3,23,34
2023-08-24,1,Магазин_1,9,Товар_9,Книги,14,865,0.0,12110,0,0,3,8,3,24,34
2023-08-25,1,Магазин_1,9,Товар_9,Книги,5,945,0.0,4725,0,0,4,8,3,25,34
2023-08-26,1,Магазин_1,9,Товар_9,Книги,14,703,0.0,9842,0,0,5,8,3,26,34
2023-08-27,1,Магазин_1,9,Товар_9,Книги,9,797,0.0,7173,0,0,6,8,3,27,34
2023-08-28,1,Магазин_1,9,Товар_9,Книги,19,867,0.15,16473,1,0,0,8,3,28,35
2023-08-29,1,Магазин_1,9,Товар_9,Книги,11,693,0.0,7623,0,0,1,8,3,29,35
2023-08-30,1,Магазин_1,9,Товар_9,Книги,8,720,0.0,5760,0,0,2,8,3,30,35
2023-08-31,1,Магазин_1,9,Товар_9,Книги,13,680,0.0,8840,0,0,3,8,3,31,35
2023-09-01,1,Магазин_1,9,Товар_9,Книги,7,685,0.0,4795,0,0,4,9,3,1,35
2023-09-02,1,Магазин_1,9,Товар_9,Книги,11,796,0.0,8756,0,0,5,9,3,2,35
2023-09-03,1,Магазин_1,9,Товар_9,Книги,24,806,0.15,19344,1,0,6,9,3,3,35
2023-09-04,1,Магазин_1,9,Товар_9,Книги,13,674,0.0,8762,0,0,0,9,3,4,36
2023-09-05,1,Магазин_1,9,Товар_9,Книги,10,779,0.0,7790,0,0,1,9,3,5,36
2023-09-06,1,Магазин_1,9,Товар_9,Книги,6,672,0.0,4032,0,0,2,9,3,6,36
2023-09-07,1,Магазин_1,9,Товар_9,Книги,12,921,0.0,11052,0,0,3,9,3,7,36
2023-09-08,1,Магазин_1,9,Товар_9,Книги,16,832,0.15,13312,1,0,4,9,3,8,36
2023-09-09,1,Магазин_1,9,Товар_9,Книги,14,756,0.0,10584,0,0,5,9,3,9,36
2023-09-10,1,Магазин_1,9,Товар_9,Книги,11,959,0.15,10549,1,0,6,9,3,10,36
2023-09-11,1,Магазин_1,9,Товар_9,Книги,9,697,0.0,6273,0,0,0,9,3,11,37
2023-09-12,1,Магазин_1,9,Товар_9,Книги,10,892,0.0,8920,0,0,1,9,3,12,37
2023-09-13,1,Магазин_1,9,Товар_9,Книги,10,721,0.0,7210,0,0,2,9,3,13,37
2023-09-14,1,Магазин_1,9,Товар_9,Книги,18,681,0.15,12258,1,0,3,9,3,14,37
2023-09-15,1,Магазин_1,9,Товар_9,Книги,18,917,0.15,16506,1,0,4,9,3,15,37
2023-09-16,1,Магазин_1,9,Товар_9,Книги,21,846,0.15,17766,1,0,5,9,3,16,37
2023-09-17,1,Магазин_1,9,Товар_9,Книги,14,656,0.0,9184,0,0,6,9,3,17,37
2023-09-18,1,Магазин_1,9,Товар_9,Книги,14,800,0.0,11200,0,0,0,9,3,18,38
2023-09-19,1,Магазин_1,9,Товар_9,Книги,8,694,0.0,5552,0,0,1,9,3,19,38
2023-09-20,1,Магазин_1,9,Товар_9,Книги,7,951,0.0,6657,0,0,2,9,3,20,38
2023-09-21,1,Магазин_1,9,Товар_9,Книги,7,726,0.0,5082,0,0,3,9,3,21,38
2023-09-22,1,Магазин_1,9,Товар_9,Книги,5,893,0.0,4465,0,0,4,9,3,22,38
2023-09-23,1,Магазин_1,9,Товар_9,Книги,12,715,0.0,8580,0,0,5,9,3,23,38
2023-09-24,1,Магазин_1,9,Товар_9,Книги,9,773,0.0,6957,0,0,6,9,3,24,38
2023-09-25,1,Магазин_1,9,Товар_9,Книги,11,699,0.0,7689,0,0,0,9,3,25,39
2023-09-26,1,Магазин_1,9,Товар_9,Книги,5,889,0.0,4445,0,0,1,9,3,26,39
2023-09-27,1,Магазин_1,9,Товар_9,Книги,13,743,0.0,9659,0,0,2,9,3,27,39
2023-09-28,1,Магазин_1,9,Товар_9,Книги,9,930,0.0,8370,0,0,3,9,3,28,39
2023-09-29,1,Магазин_1,9,Товар_9,Книги,16,731,0.0,11696,0,0,4,9,3,29,39
2023-09-30,1,Магазин_1,9,Товар_9,Книги,7,861,0.0,6027,0,0,5,9,3,30,39
2023-10-01,1,Магазин_1,9,Товар_9,Книги,9,912,0.0,8208,0,0,6,10,4,1,39
2023-10-02,1,Магазин_1,9,Товар_9,Книги,21,766,0.15,16086,1,0,0,10,4,2,40
2023-10-03,1,Магазин_1,9,Товар_9,Книги,5,792,0.0,3960,0,0,1,10,4,3,40
2023-10-04,1,Магазин_1,9,Товар_9,Книги,18,720,0.15,12960,1,0,2,10,4,4,40
2023-10-05,1,Магазин_1,9,Товар_9,Книги,12,646,0.0,7752,0,0,3,10,4,5,40
2023-10-06,1,Магазин_1,9,Товар_9,Книги,18,951,0.0,17118,0,0,4,10,4,6,40
2023-10-07,1,Магазин_1,9,Товар_9,Книги,23,691,0.15,15893,1,0,5,10,4,7,40
2023-10-08,1,Магазин_1,9,Товар_9,Книги,5,895,0.0,4475,0,0,6,10,4,8,40
2023-10-09,1,Магазин_1,9,Товар_9,Книги,5,823,0.0,4115,0,0,0,10,4,9,41
2023-10-10,1,Магазин_1,9,Товар_9,Книги,17,868,0.15,14756,1,0,1,10,4,10,41
2023-10-11,1,Магазин_1,9,Товар_9,Книги,9,734,0.0,6606,0,0,2,10,4,11,41
2023-10-12,1,Магазин_1,9,Товар_9,Книги,2,720,0.0,1440,0,0,3,10,4,12,41
2023-10-13,1,Магазин_1,9,Товар_9,Книги,8,886,0.0,7088,0,0,4,10,4,13,41
2023-10-14,1,Магазин_1,9,Товар_9,Книги,7,718,0.0,5026,0,0,5,10,4,14,41
2023-10-15,1,Магазин_1,9,Товар_9,Книги,15,715,0.0,10725,0,0,6,10,4,15,41
2023-10-16,1,Магазин_1,9,Товар_9,Книги,5,809,0.0,4045,0,0,0,10,4,16,42
2023-10-17,1,Магазин_1,9,Товар_9,Книги,10,735,0.0,7350,0,0,1,10,4,17,42
2023-10-18,1,Магазин_1,9,Товар_9,Книги,6,894,0.0,5364,0,0,2,10,4,18,42
2023-10-19,1,Магазин_1,9,Товар_9,Книги,12,784,0.0,9408,0,0,3,10,4,19,42
2023-10-20,1,Магазин_1,9,Товар_9,Книги,6,678,0.0,4068,0,0,4,10,4,20,42
2023-10-21,1,Магазин_1,9,Товар_9,Книги,14,744,0.0,10416,0,0,5,10,4,21,42
2023-10-22,1,Магазин_1,9,Товар_9,Книги,11,838,0.0,9218,0,0,6,10,4,22,42
2023-10-23,1,Магазин_1,9,Товар_9,Книги,15,876,0.0,13140,0,0,0,10,4,23,43
2023-10-24,1,Магазин_1,9,Товар_9,Книги,15,919,0.0,13785,0,0,1,10,4,24,43
2023-10-25,1,Магазин_1,9,Товар_9,Книги,12,772,0.0,9264,0,0,2,10,4,25,43
2023-10-26,1,Магазин_1,9,Товар_9,Книги,9,925,0.0,8325,0,0,3,10,4,26,43
2023-10-27,1,Магазин_1,9,Товар_9,Книги,11,879,0.0,9669,0,0,4,10,4,27,43
2023-10-28,1,Магазин_1,9,Товар_9,Книги,10,745,0.0,7450,0,0,5,10,4,28,43
2023-10-29,1,Магазин_1,9,Товар_9,Книги,20,820,0.0,16400,0,0,6,10,4,29,43
2023-10-30,1,Магазин_1,9,Товар_9,Книги,12,876,0.0,10512,0,0,0,10,4,30,44
2023-10-31,1,Магазин_1,9,Товар_9,Книги,9,929,0.0,8361,0,0,1,10,4,31,44
2023-11-01,1,Магазин_1,9,Товар_9,Книги,7,779,0.0,5453,0,0,2,11,4,1,44
2023-11-02,1,Магазин_1,9,Товар_9,Книги,8,824,0.0,6592,0,0,3,11,4,2,44
2023-11-03,1,Магазин_1,9,Товар_9,Книги,10,673,0.0,6730,0,0,4,11,4,3,44
2023-11-04,1,Магазин_1,9,Товар_9,Книги,27,739,0.15,19953,1,0,5,11,4,4,44
2023-11-05,1,Магазин_1,9,Товар_9,Книги,22,654,0.15,14388,1,0,6,11,4,5,44
2023-11-06,1,Магазин_1,9,Товар_9,Книги,9,912,0.0,8208,0,0,0,11,4,6,45
2023-11-07,1,Магазин_1,9,Товар_9,Книги,10,841,0.0,8410,0,0,1,11,4,7,45
2023-11-08,1,Магазин_1,9,Товар_9,Книги,12,734,0.0,8808,0,0,2,11,4,8,45
2023-11-09,1,Магазин_1,9,Товар_9,Книги,10,771,0.0,7710,0,0,3,11,4,9,45
2023-11-10,1,Магазин_1,9,Товар_9,Книги,19,791,0.15,15029,1,0,4,11,4,10,45
2023-11-11,1,Магазин_1,9,Товар_9,Книги,7,664,0.0,4648,0,0,5,11,4,11,45
2023-11-12,1,Магазин_1,9,Товар_9,Книги,24,896,0.15,21504,1,0,6,11,4,12,45
2023-11-13,1,Магазин_1,9,Товар_9,Книги,12,770,0.0,9240,0,0,0,11,4,13,46
2023-11-14,1,Магазин_1,9,Товар_9,Книги,14,915,0.0,12810,0,0,1,11,4,14,46
2023-11-15,1,Магазин_1,9,Товар_9,Книги,17,669,0.0,11373,0,0,2,11,4,15,46
2023-11-16,1,Магазин_1,9,Товар_9,Книги,13,701,0.0,9113,0,0,3,11,4,16,46
2023-11-17,1,Магазин_1,9,Товар_9,Книги,12,769,0.0,9228,0,0,4,11,4,17,46
2023-11-18,1,Магазин_1,9,Товар_9,Книги,14,847,0.0,11858,0,0,5,11,4,18,46
2023-11-19,1,Магазин_1,9,Товар_9,Книги,25,811,0.15,20275,1,0,6,11,4,19,46
2023-11-20,1,Магазин_1,9,Товар_9,Книги,12,684,0.0,8208,0,0,0,11,4,20,47
2023-11-21,1,Магазин_1,9,Товар_9,Книги,11,937,0.0,10307,0,0,1,11,4,21,47
2023-11-22,1,Магазин_1,9,Товар_9,Книги,14,683,0.15,9562,1,0,2,11,4,22,47
2023-11-23,1,Магазин_1,9,Товар_9,Книги,7,836,0.0,5852,0,0,3,11,4,23,47
2023-11-24,1,Магазин_1,9,Товар_9,Книги,43,947,0.15,40721,1,1,4,11,4,24,47
2023-11-25,1,Магазин_1,9,Товар_9,Книги,16,706,0.0,11296,0,0,5,11,4,25,47
2023-11-26,1,Магазин_1,9,Товар_9,Книги,20,817,0.0,16340,0,0,6,11,4,26,47
2023-11-27,1,Магазин_1,9,Товар_9,Книги,11,756,0.0,8316,0,0,0,11,4,27,48
2023-11-28,1,Магазин_1,9,Товар_9,Книги,20,782,0.15,15640,1,0,1,11,4,28,48
2023-11-29,1,Магазин_1,9,Товар_9,Книги,11,822,0.0,9042,0,0,2,11,4,29,48
2023-11-30,1,Магазин_1,9,Товар_9,Книги,26,792,0.15,20592,1,0,3,11,4,30,48
2023-12-01,1,Магазин_1,9,Товар_9,Книги,22,762,0.15,16764,1,0,4,12,4,1,48
2023-12-02,1,Магазин_1,9,Товар_9,Книги,28,778,0.15,21784,1,0,5,12,4,2,48
2023-12-03,1,Магазин_1,9,Товар_9,Книги,21,790,0.0,16590,0,0,6,12,4,3,48
2023-12-04,1,Магазин_1,9,Товар_9,Книги,7,922,0.0,6454,0,0,0,12,4,4,49
2023-12-05,1,Магазин_1,9,Товар_9,Книги,9,641,0.0,5769,0,0,1,12,4,5,49
2023-12-06,1,Магазин_1,9,Товар_9,Книги,13,865,0.0,11245,0,0,2,12,4,6,49
2023-12-07,1,Магазин_1,9,Товар_9,Книги,12,705,0.0,8460,0,0,3,12,4,7,49
2023-12-08,1,Магазин_1,9,Товар_9,Книги,13,644,0.0,8372,0,0,4,12,4,8,49
2023-12-09,1,Магазин_1,9,Товар_9,Книги,16,700,0.0,11200,0,0,5,12,4,9,49
2023-12-10,1,Магазин_1,9,Товар_9,Книги,18,792,0.0,14256,0,0,6,12,4,10,49
2023-12-11,1,Магазин_1,9,Товар_9,Книги,25,780,0.15,19500,1,0,0,12,4,11,50
2023-12-12,1,Магазин_1,9,Товар_9,Книги,10,785,0.0,7850,0,0,1,12,4,12,50
2023-12-13,1,Магазин_1,9,Товар_9,Книги,11,872,0.0,9592,0,0,2,12,4,13,50
2023-12-14,1,Магазин_1,9,Товар_9,Книги,15,945,0.0,14175,0,0,3,12,4,14,50
2023-12-15,1,Магазин_1,9,Товар_9,Книги,13,949,0.0,12337,0,0,4,12,4,15,50
2023-12-16,1,Магазин_1,9,Товар_9,Книги,17,872,0.0,14824,0,0,5,12,4,16,50
2023-12-17,1,Магазин_1,9,Товар_9,Книги,16,693,0.0,11088,0,0,6,12,4,17,50
2023-12-18,1,Магазин_1,9,Товар_9,Книги,19,670,0.15,12730,1,0,0,12,4,18,51
2023-12-19,1,Магазин_1,9,Товар_9,Книги,15,851,0.0,12765,0,0,1,12,4,19,51
2023-12-20,1,Магазин_1,9,Товар_9,Книги,35,817,0.0,28595,0,1,2,12,4,20,51
2023-12-21,1,Магазин_1,9,Товар_9,Книги,26,643,0.0,16718,0,1,3,12,4,21,51
2023-12-22,1,Магазин_1,9,Товар_9,Книги,27,857,0.0,23139,0,1,4,12,4,22,51
2023-12-23,1,Магазин_1,9,Товар_9,Книги,35,862,0.0,30170,0,1,5,12,4,23,51
2023-12-24,1,Магазин_1,9,Товар_9,Книги,32,759,0.0,24288,0,1,6,12,4,24,51
2023-12-25,1,Магазин_1,9,Товар_9,Книги,32,756,0.0,24192,0,1,0,12,4,25,52
2023-12-26,1,Магазин_1,9,Товар_9,Книги,38,882,0.15,33516,1,1,1,12,4,26,52
2023-12-27,1,Магазин_1,9,Товар_9,Книги,28,888,0.0,24864,0,1,2,12,4,27,52
2023-12-28,1,Магазин_1,9,Товар_9,Книги,30,711,0.0,21330,0,1,3,12,4,28,52
2023-12-29,1,Магазин_1,9,Товар_9,Книги,33,713,0.0,23529,0,1,4,12,4,29,52
2023-12-30,1,Магазин_1,9,Товар_9,Книги,33,784,0.0,25872,0,1,5,12,4,30,52
2023-12-31,1,Магазин_1,9,Товар_9,Книги,34,776,0.0,26384,0,1,6,12,4,31,52
2023-01-01,1,Магазин_1,10,Товар_10,Одежда,29,3181,0.0,92249,0,1,6,1,1,1,52
2023-01-02,1,Магазин_1,10,Товар_10,Одежда,23,3300,0.0,75900,0,1,0,1,1,2,1
2023-01-03,1,Магазин_1,10,Товар_10,Одежда,28,3251,0.0,91028,0,1,1,1,1,3,1
2023-01-04,1,Магазин_1,10,Товар_10,Одежда,32,2672,0.0,85504,0,1,2,1,1,4,1
2023-01-05,1,Магазин_1,10,Товар_10,Одежда,25,3156,0.0,78900,0,1,3,1,1,5,1
2023-01-06,1,Магазин_1,10,Товар_10,Одежда,26,3116,0.0,81016,0,1,4,1,1,6,1
2023-01-07,1,Магазин_1,10,Товар_10,Одежда,24,3237,0.0,77688,0,1,5,1,1,7,1
2023-01-08,1,Магазин_1,10,Товар_10,Одежда,28,2406,0.0,67368,0,1,6,1,1,8,1
2023-01-09,1,Магазин_1,10,Товар_10,Одежда,25,3298,0.0,82450,0,1,0,1,1,9,2
2023-01-10,1,Магазин_1,10,Товар_10,Одежда,30,3248,0.0,97440,0,1,1,1,1,10,2
2023-01-11,1,Магазин_1,10,Товар_10,Одежда,16,2502,0.0,40032,0,0,2,1,1,11,2
2023-01-12,1,Магазин_1,10,Товар_10,Одежда,19,2806,0.0,53314,0,0,3,1,1,12,2
2023-01-13,1,Магазин_1,10,Товар_10,Одежда,14,2556,0.0,35784,0,0,4,1,1,13,2
2023-01-14,1,Магазин_1,10,Товар_10,Одежда,16,2818,0.0,45088,0,0,5,1,1,14,2
2023-01-15,1,Магазин_1,10,Товар_10,Одежда,14,2516,0.0,35224,0,0,6,1,1,15,2
2023-01-16,1,Магазин_1,10,Товар_10,Одежда,15,2846,0.0,42690,0,0,0,1,1,16,3
2023-01-17,1,Магазин_1,10,Товар_10,Одежда,15,3115,0.0,46725,0,0,1,1,1,17,3
2023-01-18,1,Магазин_1,10,Товар_10,Одежда,15,3399,0.0,50985,0,0,2,1,1,18,3
2023-01-19,1,Магазин_1,10,Товар_10,Одежда,17,3092,0.0,52564,0,0,3,1,1,19,3
2023-01-20,1,Магазин_1,10,Товар_10,Одежда,24,2915,0.15,69960,1,0,4,1,1,20,3
2023-01-21,1,Магазин_1,10,Товар_10,Одежда,22,2466,0.0,54252,0,0,5,1,1,21,3
2023-01-22,1,Магазин_1,10,Товар_10,Одежда,31,3007,0.15,93217,1,0,6,1,1,22,3
2023-01-23,1,Магазин_1,10,Товар_10,Одежда,15,3509,0.0,52635,0,0,0,1,1,23,4
2023-01-24,1,Магазин_1,10,Товар_10,Одежда,22,2545,0.15,55990,1,0,1,1,1,24,4
2023-01-25,1,Магазин_1,10,Товар_10,Одежда,19,2706,0.0,51414,0,0,2,1,1,25,4
2023-01-26,1,Магазин_1,10,Товар_10,Одежда,19,3467,0.0,65873,0,0,3,1,1,26,4
2023-01-27,1,Магазин_1,10,Товар_10,Одежда,21,2970,0.0,62370,0,0,4,1,1,27,4
2023-01-28,1,Магазин_1,10,Товар_10,Одежда,36,2749,0.15,98964,1,0,5,1,1,28,4
2023-01-29,1,Магазин_1,10,Товар_10,Одежда,22,3426,0.0,75372,0,0,6,1,1,29,4
2023-01-30,1,Магазин_1,10,Товар_10,Одежда,19,2849,0.0,54131,0,0,0,1,1,30,5
2023-01-31,1,Магазин_1,10,Товар_10,Одежда,18,3352,0.0,60336,0,0,1,1,1,31,5
2023-02-01,1,Магазин_1,10,Товар_10,Одежда,23,2561,0.0,58903,0,0,2,2,1,1,5
2023-02-02,1,Магазин_1,10,Товар_10,Одежда,19,3127,0.0,59413,0,0,3,2,1,2,5
2023-02-03,1,Магазин_1,10,Товар_10,Одежда,26,3007,0.15,78182,1,0,4,2,1,3,5
2023-02-04,1,Магазин_1,10,Товар_10,Одежда,20,3563,0.0,71260,0,0,5,2,1,4,5
2023-02-05,1,Магазин_1,10,Товар_10,Одежда,22,2842,0.0,62524,0,0,6,2,1,5,5
2023-02-06,1,Магазин_1,10,Товар_10,Одежда,23,3146,0.0,72358,0,0,0,2,1,6,6
2023-02-07,1,Магазин_1,10,Товар_10,Одежда,20,2764,0.0,55280,0,0,1,2,1,7,6
2023-02-08,1,Магазин_1,10,Товар_10,Одежда,18,3052,0.0,54936,0,0,2,2,1,8,6
2023-02-09,1,Магазин_1,10,Товар_10,Одежда,18,2496,0.0,44928,0,0,3,2,1,9,6
2023-02-10,1,Магазин_1,10,Товар_10,Одежда,20,3120,0.0,62400,0,0,4,2,1,10,6
2023-02-11,1,Магазин_1,10,Товар_10,Одежда,21,2741,0.0,57561,0,0,5,2,1,11,6
2023-02-12,1,Магазин_1,10,Товар_10,Одежда,22,2495,0.0,54890,0,0,6,2,1,12,6
2023-02-13,1,Магазин_1,10,Товар_10,Одежда,33,2583,0.15,85239,1,0,0,2,1,13,7
2023-02-14,1,Магазин_1,10,Товар_10,Одежда,14,2659,0.0,37226,0,0,1,2,1,14,7
2023-02-15,1,Магазин_1,10,Товар_10,Одежда,19,3106,0.0,59014,0,0,2,2,1,15,7
2023-02-16,1,Магазин_1,10,Товар_10,Одежда,13,3187,0.0,41431,0,0,3,2,1,16,7
2023-02-17,1,Магазин_1,10,Товар_10,Одежда,17,2897,0.0,49249,0,0,4,2,1,17,7
2023-02-18,1,Магазин_1,10,Товар_10,Одежда,15,2676,0.0,40140,0,0,5,2,1,18,7
2023-02-19,1,Магазин_1,10,Товар_10,Одежда,19,3468,0.0,65892,0,0,6,2,1,19,7
2023-02-20,1,Магазин_1,10,Товар_10,Одежда,31,2492,0.15,77252,1,0,0,2,1,20,8
2023-02-21,1,Магазин_1,10,Товар_10,Одежда,27,2729,0.0,73683,0,0,1,2,1,21,8
2023-02-22,1,Магазин_1,10,Товар_10,Одежда,19,3113,0.0,59147,0,0,2,2,1,22,8
2023-02-23,1,Магазин_1,10,Товар_10,Одежда,21,2904,0.0,60984,0,0,3,2,1,23,8
2023-02-24,1,Магазин_1,10,Товар_10,Одежда,18,3447,0.0,62046,0,0,4,2,1,24,8
2023-02-25,1,Магазин_1,10,Товар_10,Одежда,31,3330,0.15,103230,1,0,5,2,1,25,8
2023-02-26,1,Магазин_1,10,Товар_10,Одежда,23,2630,0.0,60490,0,0,6,2,1,26,8
2023-02-27,1,Магазин_1,10,Товар_10,Одежда,32,3194,0.15,102208,1,0,0,2,1,27,9
2023-02-28,1,Магазин_1,10,Товар_10,Одежда,21,2784,0.0,58464,0,0,1,2,1,28,9
2023-03-01,1,Магазин_1,10,Товар_10,Одежда,19,3514,0.0,66766,0,0,2,3,1,1,9
2023-03-02,1,Магазин_1,10,Товар_10,Одежда,20,3599,0.0,71980,0,0,3,3,1,2,9
2023-03-03,1,Магазин_1,10,Товар_10,Одежда,18,2497,0.0,44946,0,0,4,3,1,3,9
2023-03-04,1,Магазин_1,10,Товар_10,Одежда,35,3430,0.15,120050,1,0,5,3,1,4,9
2023-03-05,1,Магазин_1,10,Товар_10,Одежда,25,3423,0.0,85575,0,0,6,3,1,5,9
2023-03-06,1,Магазин_1,10,Товар_10,Одежда,26,3028,0.0,78728,0,0,0,3,1,6,10
2023-03-07,1,Магазин_1,10,Товар_10,Одежда,23,2599,0.0,59777,0,0,1,3,1,7,10
2023-03-08,1,Магазин_1,10,Товар_10,Одежда,19,3092,0.0,58748,0,0,2,3,1,8,10
2023-03-09,1,Магазин_1,10,Товар_10,Одежда,19,3535,0.0,67165,0,0,3,3,1,9,10
2023-03-10,1,Магазин_1,10,Товар_10,Одежда,17,3202,0.0,54434,0,0,4,3,1,10,10
2023-03-11,1,Магазин_1,10,Товар_10,Одежда,26,3283,0.0,85358,0,0,5,3,1,11,10
2023-03-12,1,Магазин_1,10,Товар_10,Одежда,23,3083,0.0,70909,0,0,6,3,1,12,10
2023-03-13,1,Магазин_1,10,Товар_10,Одежда,24,2828,0.0,67872,0,0,0,3,1,13,11
2023-03-14,1,Магазин_1,10,Товар_10,Одежда,21,2656,0.0,55776,0,0,1,3,1,14,11
2023-03-15,1,Магазин_1,10,Товар_10,Одежда,24,3137,0.0,75288,0,0,2,3,1,15,11
2023-03-16,1,Магазин_1,10,Товар_10,Одежда,25,2976,0.0,74400,0,0,3,3,1,16,11
2023-03-17,1,Магазин_1,10,Товар_10,Одежда,33,3238,0.15,106854,1,0,4,3,1,17,11
2023-03-18,1,Магазин_1,10,Товар_10,Одежда,23,3076,0.0,70748,0,0,5,3,1,18,11
2023-03-19,1,Магазин_1,10,Товар_10,Одежда,25,2777,0.0,69425,0,0,6,3,1,19,11
2023-03-20,1,Магазин_1,10,Товар_10,Одежда,18,3538,0.0,63684,0,0,0,3,1,20,12
2023-03-21,1,Магазин_1,10,Товар_10,Одежда,22,2828,0.0,62216,0,0,1,3,1,21,12
2023-03-22,1,Магазин_1,10,Товар_10,Одежда,23,3210,0.0,73830,0,0,2,3,1,22,12
2023-03-23,1,Магазин_1,10,Товар_10,Одежда,33,3508,0.15,115764,1,0,3,3,1,23,12
2023-03-24,1,Магазин_1,10,Товар_10,Одежда,20,3517,0.0,70340,0,0,4,3,1,24,12
2023-03-25,1,Магазин_1,10,Товар_10,Одежда,26,2450,0.0,63700,0,0,5,3,1,25,12
2023-03-26,1,Магазин_1,10,Товар_10,Одежда,37,2981,0.15,110297,1,0,6,3,1,26,12
2023-03-27,1,Магазин_1,10,Товар_10,Одежда,20,2962,0.0,59240,0,0,0,3,1,27,13
2023-03-28,1,Магазин_1,10,Товар_10,Одежда,24,2418,0.0,58032,0,0,1,3,1,28,13
2023-03-29,1,Магазин_1,10,Товар_10,Одежда,26,3534,0.0,91884,0,0,2,3,1,29,13
2023-03-30,1,Магазин_1,10,Товар_10,Одежда,25,2705,0.0,67625,0,0,3,3,1,30,13
2023-03-31,1,Магазин_1,10,Товар_10,Одежда,34,3234,0.15,109956,1,0,4,3,1,31,13
2023-04-01,1,Магазин_1,10,Товар_10,Одежда,39,3254,0.15,126906,1,0,5,4,2,1,13
2023-04-02,1,Магазин_1,10,Товар_10,Одежда,20,2600,0.0,52000,0,0,6,4,2,2,13
2023-04-03,1,Магазин_1,10,Товар_10,Одежда,16,2560,0.0,40960,0,0,0,4,2,3,14
2023-04-04,1,Магазин_1,10,Товар_10,Одежда,25,3524,0.0,88100,0,0,1,4,2,4,14
